Latitude,Longitude,Fecha,Fallecidos,CCAA
39.68195910,-0.7654406,128,1368,C. Valenciana
39.17484260,-6.1529891,128,480,Extremadura
42.61946000,-7.8631120,128,598,Galicia
40.41670470,-3.7035825,128,8023,Madrid
37.99237950,-1.1305431,128,142,Murcia
42.61254875,-1.8307877,128,515,Navarra
42.99118160,-2.5543023,128,1411,País Vasco
42.28146420,-2.4828050,128,345,La Rioja
35.89442195,-5.3558174,128,4,Ceuta
35.29291145,-2.9507202,128,2,Melilla
37.33999640,-4.5811614,129,1363,Andalucía
41.37872910,-0.7639373,129,856,Aragón
43.31338680,-5.9419200,129,284,Asturias
39.61343200,2.8829185,129,212,Baleares
28.29357850,-16.6214471,129,153,Canarias
43.15956640,-4.0878382,129,206,Cantabria
41.80371720,-4.7471726,129,2569,Castilla y León
39.41779020,-2.6232332,129,2788,Castilla La Mancha
41.85230940,1.5745043,129,6118,Cataluña
39.68195910,-0.7654406,129,1376,C. Valenciana
39.17484260,-6.1529891,129,483,Extremadura
42.61946000,-7.8631120,129,599,Galicia
40.41670470,-3.7035825,129,8065,Madrid
37.99237950,-1.1305431,129,142,Murcia
42.61254875,-1.8307877,129,516,Navarra
42.99118160,-2.5543023,129,1418,País Vasco
42.28146420,-2.4828050,129,347,La Rioja
35.89442195,-5.3558174,129,4,Ceuta
35.29291145,-2.9507202,129,2,Melilla
37.33999640,-4.5811614,130,1367,Andalucía
41.37872910,-0.7639373,130,859,Aragón
43.31338680,-5.9419200,130,289,Asturias
39.61343200,2.8829185,130,216,Baleares
28.29357850,-16.6214471,130,153,Canarias
43.15956640,-4.0878382,130,206,Cantabria
41.80371720,-4.7471726,130,2584,Castilla y León
39.41779020,-2.6232332,130,2803,Castilla La Mancha
41.85230940,1.5745043,130,6145,Cataluña
39.68195910,-0.7654406,130,1381,C. Valenciana
39.17484260,-6.1529891,130,483,Extremadura
42.61946000,-7.8631120,130,599,Galicia
40.41670470,-3.7035825,130,8086,Madrid
37.99237950,-1.1305431,130,142,Murcia
42.61254875,-1.8307877,130,520,Navarra
42.99118160,-2.5543023,130,1423,País Vasco
42.28146420,-2.4828050,130,348,La Rioja
35.89442195,-5.3558174,130,4,Ceuta
35.29291145,-2.9507202,130,2,Melilla
37.33999640,-4.5811614,131,1371,Andalucía
41.37872910,-0.7639373,131,863,Aragón
43.31338680,-5.9419200,131,292,Asturias
39.61343200,2.8829185,131,218,Baleares
28.29357850,-16.6214471,131,154,Canarias
43.15956640,-4.0878382,131,207,Cantabria
41.80371720,-4.7471726,131,2591,Castilla y León
39.41779020,-2.6232332,131,2815,Castilla La Mancha
41.85230940,1.5745043,131,6178,Cataluña
39.68195910,-0.7654406,131,1388,C. Valenciana
39.17484260,-6.1529891,131,486,Extremadura
42.61946000,-7.8631120,131,600,Galicia
40.41670470,-3.7035825,131,8117,Madrid
37.99237950,-1.1305431,131,142,Murcia
42.61254875,-1.8307877,131,522,Navarra
42.99118160,-2.5543023,131,1431,País Vasco
42.28146420,-2.4828050,131,349,La Rioja
35.89442195,-5.3558174,131,4,Ceuta
35.29291145,-2.9507202,131,2,Melilla
37.33999640,-4.5811614,132,1374,Andalucía
41.37872910,-0.7639373,132,867,Aragón
43.31338680,-5.9419200,132,294,Asturias
39.61343200,2.8829185,132,218,Baleares
28.29357850,-16.6214471,132,154,Canarias
43.15956640,-4.0878382,132,207,Cantabria
41.80371720,-4.7471726,132,2609,Castilla y León
39.41779020,-2.6232332,132,2827,Castilla La Mancha
41.85230940,1.5745043,132,6196,Cataluña
39.68195910,-0.7654406,132,1392,C. Valenciana
39.17484260,-6.1529891,132,491,Extremadura
42.61946000,-7.8631120,132,601,Galicia
40.41670470,-3.7035825,132,8149,Madrid
37.99237950,-1.1305431,132,143,Murcia
42.61254875,-1.8307877,132,523,Navarra
42.99118160,-2.5543023,132,1439,País Vasco
42.28146420,-2.4828050,132,349,La Rioja
35.89442195,-5.3558174,132,4,Ceuta
35.29291145,-2.9507202,132,2,Melilla
37.33999640,-4.5811614,133,1381,Andalucía
41.37872910,-0.7639373,133,872,Aragón
43.31338680,-5.9419200,133,295,Asturias
39.61343200,2.8829185,133,219,Baleares
28.29357850,-16.6214471,133,154,Canarias
43.15956640,-4.0878382,133,207,Cantabria
41.80371720,-4.7471726,133,2617,Castilla y León
39.41779020,-2.6232332,133,2838,Castilla La Mancha
41.85230940,1.5745043,133,6213,Cataluña
39.68195910,-0.7654406,133,1399,C. Valenciana
39.17484260,-6.1529891,133,492,Extremadura
42.61946000,-7.8631120,133,604,Galicia
40.41670470,-3.7035825,133,8171,Madrid
37.99237950,-1.1305431,133,143,Murcia
42.61254875,-1.8307877,133,525,Navarra
42.99118160,-2.5543023,133,1440,País Vasco
42.28146420,-2.4828050,133,349,La Rioja
35.89442195,-5.3558174,133,4,Ceuta
35.29291145,-2.9507202,133,2,Melilla
37.33999640,-4.5811614,134,1389,Andalucía
41.37872910,-0.7639373,134,874,Aragón
43.31338680,-5.9419200,134,300,Asturias
39.61343200,2.8829185,134,220,Baleares
28.29357850,-16.6214471,134,154,Canarias
43.15956640,-4.0878382,134,208,Cantabria
41.80371720,-4.7471726,134,2623,Castilla y León
39.41779020,-2.6232332,134,2847,Castilla La Mancha
41.85230940,1.5745043,134,6233,Cataluña
39.68195910,-0.7654406,134,1407,C. Valenciana
39.17484260,-6.1529891,134,493,Extremadura
42.61946000,-7.8631120,134,604,Galicia
40.41670470,-3.7035825,134,8193,Madrid
37.99237950,-1.1305431,134,144,Murcia
42.61254875,-1.8307877,134,525,Navarra
42.99118160,-2.5543023,134,1443,País Vasco
42.28146420,-2.4828050,134,349,La Rioja
35.89442195,-5.3558174,134,4,Ceuta
35.29291145,-2.9507202,134,2,Melilla
37.33999640,-4.5811614,135,1393,Andalucía
41.37872910,-0.7639373,135,878,Aragón
43.31338680,-5.9419200,135,301,Asturias
39.61343200,2.8829185,135,221,Baleares
28.29357850,-16.6214471,135,154,Canarias
43.15956640,-4.0878382,135,208,Cantabria
41.80371720,-4.7471726,135,2629,Castilla y León
39.41779020,-2.6232332,135,2854,Castilla La Mancha
41.85230940,1.5745043,135,6251,Cataluña
39.68195910,-0.7654406,135,1409,C. Valenciana
39.17484260,-6.1529891,135,494,Extremadura
42.61946000,-7.8631120,135,605,Galicia
40.41670470,-3.7035825,135,8216,Madrid
37.99237950,-1.1305431,135,144,Murcia
42.61254875,-1.8307877,135,525,Navarra
42.99118160,-2.5543023,135,1448,País Vasco
42.28146420,-2.4828050,135,350,La Rioja
35.89442195,-5.3558174,135,4,Ceuta
35.29291145,-2.9507202,135,2,Melilla
37.33999640,-4.5811614,136,1396,Andalucía
41.37872910,-0.7639373,136,879,Aragón
43.31338680,-5.9419200,136,301,Asturias
39.61343200,2.8829185,136,221,Baleares
28.29357850,-16.6214471,136,156,Canarias
43.15956640,-4.0878382,136,210,Cantabria
41.80371720,-4.7471726,136,2633,Castilla y León
39.41779020,-2.6232332,136,2860,Castilla La Mancha
41.85230940,1.5745043,136,6263,Cataluña
39.68195910,-0.7654406,136,1412,C. Valenciana
39.17484260,-6.1529891,136,494,Extremadura
42.61946000,-7.8631120,136,606,Galicia
40.41670470,-3.7035825,136,8235,Madrid
37.99237950,-1.1305431,136,144,Murcia
42.61254875,-1.8307877,136,525,Navarra
42.99118160,-2.5543023,136,1456,País Vasco
42.28146420,-2.4828050,136,352,La Rioja
35.89442195,-5.3558174,136,4,Ceuta
35.29291145,-2.9507202,136,2,Melilla
37.33999640,-4.5811614,137,1398,Andalucía
41.37872910,-0.7639373,137,882,Aragón
43.31338680,-5.9419200,137,304,Asturias
39.61343200,2.8829185,137,221,Baleares
28.29357850,-16.6214471,137,158,Canarias
43.15956640,-4.0878382,137,210,Cantabria
41.80371720,-4.7471726,137,2641,Castilla y León
39.41779020,-2.6232332,137,2864,Castilla La Mancha
41.85230940,1.5745043,137,6277,Cataluña
39.68195910,-0.7654406,137,1414,C. Valenciana
39.17484260,-6.1529891,137,496,Extremadura
42.61946000,-7.8631120,137,607,Galicia
40.41670470,-3.7035825,137,8250,Madrid
37.99237950,-1.1305431,137,145,Murcia
42.61254875,-1.8307877,137,525,Navarra
42.99118160,-2.5543023,137,1458,País Vasco
42.28146420,-2.4828050,137,353,La Rioja
35.89442195,-5.3558174,137,4,Ceuta
35.29291145,-2.9507202,137,2,Melilla
37.33999640,-4.5811614,138,1403,Andalucía
41.37872910,-0.7639373,138,883,Aragón
43.31338680,-5.9419200,138,306,Asturias
39.61343200,2.8829185,138,223,Baleares
28.29357850,-16.6214471,138,159,Canarias
43.15956640,-4.0878382,138,210,Cantabria
41.80371720,-4.7471726,138,2647,Castilla y León
39.41779020,-2.6232332,138,2868,Castilla La Mancha
41.85230940,1.5745043,138,6286,Cataluña
39.68195910,-0.7654406,138,1418,C. Valenciana
39.17484260,-6.1529891,138,501,Extremadura
42.61946000,-7.8631120,138,607,Galicia
40.41670470,-3.7035825,138,8276,Madrid
37.99237950,-1.1305431,138,145,Murcia
42.61254875,-1.8307877,138,525,Navarra
42.99118160,-2.5543023,138,1464,País Vasco
42.28146420,-2.4828050,138,354,La Rioja
35.89442195,-5.3558174,138,4,Ceuta
35.29291145,-2.9507202,138,2,Melilla
37.33999640,-4.5811614,139,1405,Andalucía
41.37872910,-0.7639373,139,885,Aragón
43.31338680,-5.9419200,139,308,Asturias
39.61343200,2.8829185,139,223,Baleares
28.29357850,-16.6214471,139,159,Canarias
43.15956640,-4.0878382,139,211,Cantabria
41.80371720,-4.7471726,139,2651,Castilla y León
39.41779020,-2.6232332,139,2881,Castilla La Mancha
41.85230940,1.5745043,139,6301,Cataluña
39.68195910,-0.7654406,139,1420,C. Valenciana
39.17484260,-6.1529891,139,502,Extremadura
42.61946000,-7.8631120,139,608,Galicia
40.41670470,-3.7035825,139,8296,Madrid
37.99237950,-1.1305431,139,145,Murcia
42.61254875,-1.8307877,139,525,Navarra
42.99118160,-2.5543023,139,1468,País Vasco
42.28146420,-2.4828050,139,357,La Rioja
35.89442195,-5.3558174,139,4,Ceuta
35.29291145,-2.9507202,139,2,Melilla
37.33999640,-4.5811614,140,1405,Andalucía
41.37872910,-0.7639373,140,887,Aragón
43.31338680,-5.9419200,140,310,Asturias
39.61343200,2.8829185,140,224,Baleares
28.29357850,-16.6214471,140,159,Canarias
43.15956640,-4.0878382,140,211,Cantabria
41.80371720,-4.7471726,140,2656,Castilla y León
39.41779020,-2.6232332,140,2885,Castilla La Mancha
41.85230940,1.5745043,140,6318,Cataluña
39.68195910,-0.7654406,140,1422,C. Valenciana
39.17484260,-6.1529891,140,503,Extremadura
42.61946000,-7.8631120,140,608,Galicia
40.41670470,-3.7035825,140,8312,Madrid
37.99237950,-1.1305431,140,145,Murcia
42.61254875,-1.8307877,140,527,Navarra
42.99118160,-2.5543023,140,1472,País Vasco
42.28146420,-2.4828050,140,357,La Rioja
35.89442195,-5.3558174,140,4,Ceuta
35.29291145,-2.9507202,140,2,Melilla
37.33999640,-4.5811614,141,1409,Andalucía
41.37872910,-0.7639373,141,888,Aragón
43.31338680,-5.9419200,141,311,Asturias
39.61343200,2.8829185,141,224,Baleares
28.29357850,-16.6214471,141,160,Canarias
43.15956640,-4.0878382,141,211,Cantabria
41.80371720,-4.7471726,141,2663,Castilla y León
39.41779020,-2.6232332,141,2896,Castilla La Mancha
41.85230940,1.5745043,141,6329,Cataluña
39.68195910,-0.7654406,141,1426,C. Valenciana
39.17484260,-6.1529891,141,504,Extremadura
42.61946000,-7.8631120,141,610,Galicia
40.41670470,-3.7035825,141,8328,Madrid
37.99237950,-1.1305431,141,146,Murcia
42.61254875,-1.8307877,141,527,Navarra
42.99118160,-2.5543023,141,1476,País Vasco
42.28146420,-2.4828050,141,360,La Rioja
35.89442195,-5.3558174,141,4,Ceuta
35.29291145,-2.9507202,141,2,Melilla
37.33999640,-4.5811614,142,1412,Andalucía
41.37872910,-0.7639373,142,888,Aragón
43.31338680,-5.9419200,142,311,Asturias
39.61343200,2.8829185,142,224,Baleares
28.29357850,-16.6214471,142,160,Canarias
43.15956640,-4.0878382,142,211,Cantabria
41.80371720,-4.7471726,142,2670,Castilla y León
39.41779020,-2.6232332,142,2906,Castilla La Mancha
41.85230940,1.5745043,142,6346,Cataluña
39.68195910,-0.7654406,142,1429,C. Valenciana
39.17484260,-6.1529891,142,504,Extremadura
42.61946000,-7.8631120,142,611,Galicia
40.41670470,-3.7035825,142,8348,Madrid
37.99237950,-1.1305431,142,146,Murcia
42.61254875,-1.8307877,142,527,Navarra
42.99118160,-2.5543023,142,1483,País Vasco
42.28146420,-2.4828050,142,361,La Rioja
35.89442195,-5.3558174,142,4,Ceuta
35.29291145,-2.9507202,142,2,Melilla
37.33999640,-4.5811614,143,1414,Andalucía
41.37872910,-0.7639373,143,889,Aragón
43.31338680,-5.9419200,143,312,Asturias
39.61343200,2.8829185,143,225,Baleares
28.29357850,-16.6214471,143,160,Canarias
43.15956640,-4.0878382,143,211,Cantabria
41.80371720,-4.7471726,143,2675,Castilla y León
39.41779020,-2.6232332,143,2913,Castilla La Mancha
41.85230940,1.5745043,143,6362,Cataluña
39.68195910,-0.7654406,143,1432,C. Valenciana
39.17484260,-6.1529891,143,504,Extremadura
42.61946000,-7.8631120,143,612,Galicia
40.41670470,-3.7035825,143,8367,Madrid
37.99237950,-1.1305431,143,146,Murcia
42.61254875,-1.8307877,143,527,Navarra
42.99118160,-2.5543023,143,1486,País Vasco
42.28146420,-2.4828050,143,362,La Rioja
35.89442195,-5.3558174,143,4,Ceuta
35.29291145,-2.9507202,143,2,Melilla
37.33999640,-4.5811614,144,1418,Andalucía
41.37872910,-0.7639373,144,889,Aragón
43.31338680,-5.9419200,144,312,Asturias
39.61343200,2.8829185,144,225,Baleares
28.29357850,-16.6214471,144,160,Canarias
43.15956640,-4.0878382,144,211,Cantabria
41.80371720,-4.7471726,144,2680,Castilla y León
39.41779020,-2.6232332,144,2916,Castilla La Mancha
41.85230940,1.5745043,144,6371,Cataluña
39.68195910,-0.7654406,144,1432,C. Valenciana
39.17484260,-6.1529891,144,505,Extremadura
42.61946000,-7.8631120,144,613,Galicia
40.41670470,-3.7035825,144,8390,Madrid
37.99237950,-1.1305431,144,146,Murcia
42.61254875,-1.8307877,144,527,Navarra
42.99118160,-2.5543023,144,1495,País Vasco
42.28146420,-2.4828050,144,362,La Rioja
35.89442195,-5.3558174,144,4,Ceuta
35.29291145,-2.9507202,144,2,Melilla
37.33999640,-4.5811614,145,1421,Andalucía
41.37872910,-0.7639373,145,892,Aragón
43.31338680,-5.9419200,145,312,Asturias
39.61343200,2.8829185,145,225,Baleares
28.29357850,-16.6214471,145,161,Canarias
43.15956640,-4.0878382,145,211,Cantabria
41.80371720,-4.7471726,145,2687,Castilla y León
39.41779020,-2.6232332,145,2922,Castilla La Mancha
41.85230940,1.5745043,145,6386,Cataluña
39.68195910,-0.7654406,145,1435,C. Valenciana
39.17484260,-6.1529891,145,506,Extremadura
42.61946000,-7.8631120,145,613,Galicia
40.41670470,-3.7035825,145,8416,Madrid
37.99237950,-1.1305431,145,146,Murcia
42.61254875,-1.8307877,145,527,Navarra
42.99118160,-2.5543023,145,1498,País Vasco
42.28146420,-2.4828050,145,362,La Rioja
35.89442195,-5.3558174,145,4,Ceuta
35.29291145,-2.9507202,145,2,Melilla
37.33999640,-4.5811614,146,1422,Andalucía
41.37872910,-0.7639373,146,893,Aragón
43.31338680,-5.9419200,146,313,Asturias
39.61343200,2.8829185,146,226,Baleares
28.29357850,-16.6214471,146,162,Canarias
43.15956640,-4.0878382,146,211,Cantabria
41.80371720,-4.7471726,146,2695,Castilla y León
39.41779020,-2.6232332,146,2923,Castilla La Mancha
41.85230940,1.5745043,146,6393,Cataluña
39.68195910,-0.7654406,146,1437,C. Valenciana
39.17484260,-6.1529891,146,507,Extremadura
42.61946000,-7.8631120,146,614,Galicia
40.41670470,-3.7035825,146,8439,Madrid
37.99237950,-1.1305431,146,146,Murcia
42.61254875,-1.8307877,146,527,Navarra
42.99118160,-2.5543023,146,1501,País Vasco
42.28146420,-2.4828050,146,362,La Rioja
35.89442195,-5.3558174,146,4,Ceuta
35.29291145,-2.9507202,146,2,Melilla
37.33999640,-4.5811614,147,1422,Andalucía
41.37872910,-0.7639373,147,895,Aragón
43.31338680,-5.9419200,147,314,Asturias
39.61343200,2.8829185,147,226,Baleares
28.29357850,-16.6214471,147,163,Canarias
43.15956640,-4.0878382,147,211,Cantabria
41.80371720,-4.7471726,147,2703,Castilla y León
39.41779020,-2.6232332,147,2925,Castilla La Mancha
41.85230940,1.5745043,147,6402,Cataluña
39.68195910,-0.7654406,147,1439,C. Valenciana
39.17484260,-6.1529891,147,508,Extremadura
42.61946000,-7.8631120,147,614,Galicia
40.41670470,-3.7035825,147,8456,Madrid
37.99237950,-1.1305431,147,146,Murcia
42.61254875,-1.8307877,147,528,Navarra
42.99118160,-2.5543023,147,1503,País Vasco
42.28146420,-2.4828050,147,362,La Rioja
35.89442195,-5.3558174,147,4,Ceuta
35.29291145,-2.9507202,147,2,Melilla
37.33999640,-4.5811614,148,1424,Andalucía
41.37872910,-0.7639373,148,897,Aragón
43.31338680,-5.9419200,148,314,Asturias
39.61343200,2.8829185,148,226,Baleares
28.29357850,-16.6214471,148,163,Canarias
43.15956640,-4.0878382,148,211,Cantabria
41.80371720,-4.7471726,148,2708,Castilla y León
39.41779020,-2.6232332,148,2930,Castilla La Mancha
41.85230940,1.5745043,148,6410,Cataluña
39.68195910,-0.7654406,148,1441,C. Valenciana
39.17484260,-6.1529891,148,508,Extremadura
42.61946000,-7.8631120,148,614,Galicia
40.41670470,-3.7035825,148,8472,Madrid
37.99237950,-1.1305431,148,146,Murcia
42.61254875,-1.8307877,148,528,Navarra
42.99118160,-2.5543023,148,1507,País Vasco
42.28146420,-2.4828050,148,362,La Rioja
35.89442195,-5.3558174,148,4,Ceuta
35.29291145,-2.9507202,148,2,Melilla
37.33999640,-4.5811614,149,1424,Andalucía
41.37872910,-0.7639373,149,898,Aragón
43.31338680,-5.9419200,149,314,Asturias
39.61343200,2.8829185,149,226,Baleares
28.29357850,-16.6214471,149,163,Canarias
43.15956640,-4.0878382,149,211,Cantabria
41.80371720,-4.7471726,149,2715,Castilla y León
39.41779020,-2.6232332,149,2933,Castilla La Mancha
41.85230940,1.5745043,149,6420,Cataluña
39.68195910,-0.7654406,149,1442,C. Valenciana
39.17484260,-6.1529891,149,509,Extremadura
42.61946000,-7.8631120,149,615,Galicia
40.41670470,-3.7035825,149,8487,Madrid
37.99237950,-1.1305431,149,146,Murcia
42.61254875,-1.8307877,149,528,Navarra
42.99118160,-2.5543023,149,1513,País Vasco
42.28146420,-2.4828050,149,362,La Rioja
35.89442195,-5.3558174,149,4,Ceuta
35.29291145,-2.9507202,149,2,Melilla
37.33999640,-4.5811614,150,1426,Andalucía
41.37872910,-0.7639373,150,898,Aragón
43.31338680,-5.9419200,150,321,Asturias
39.61343200,2.8829185,150,226,Baleares
28.29357850,-16.6214471,150,163,Canarias
43.15956640,-4.0878382,150,211,Cantabria
41.80371720,-4.7471726,150,2724,Castilla y León
39.41779020,-2.6232332,150,2938,Castilla La Mancha
41.85230940,1.5745043,150,6427,Cataluña
39.68195910,-0.7654406,150,1442,C. Valenciana
39.17484260,-6.1529891,150,510,Extremadura
42.61946000,-7.8631120,150,615,Galicia
40.41670470,-3.7035825,150,8494,Madrid
37.99237950,-1.1305431,150,146,Murcia
42.61254875,-1.8307877,150,528,Navarra
42.99118160,-2.5543023,150,1517,País Vasco
42.28146420,-2.4828050,150,363,La Rioja
35.89442195,-5.3558174,150,4,Ceuta
35.29291145,-2.9507202,150,2,Melilla
37.33999640,-4.5811614,151,1426,Andalucía
41.37872910,-0.7639373,151,900,Aragón
43.31338680,-5.9419200,151,322,Asturias
39.61343200,2.8829185,151,226,Baleares
28.29357850,-16.6214471,151,163,Canarias
43.15956640,-4.0878382,151,211,Cantabria
41.80371720,-4.7471726,151,2733,Castilla y León
39.41779020,-2.6232332,151,2942,Castilla La Mancha
41.85230940,1.5745043,151,6434,Cataluña
39.68195910,-0.7654406,151,1442,C. Valenciana
39.17484260,-6.1529891,151,510,Extremadura
42.61946000,-7.8631120,151,615,Galicia
40.41670470,-3.7035825,151,8508,Madrid
37.99237950,-1.1305431,151,146,Murcia
42.61254875,-1.8307877,151,528,Navarra
42.99118160,-2.5543023,151,1519,País Vasco
42.28146420,-2.4828050,151,363,La Rioja
35.89442195,-5.3558174,151,4,Ceuta
35.29291145,-2.9507202,151,2,Melilla
37.33999640,-4.5811614,152,1426,Andalucía
41.37872910,-0.7639373,152,903,Aragón
43.31338680,-5.9419200,152,322,Asturias
39.61343200,2.8829185,152,226,Baleares
28.29357850,-16.6214471,152,164,Canarias
43.15956640,-4.0878382,152,211,Cantabria
41.80371720,-4.7471726,152,2738,Castilla y León
39.41779020,-2.6232332,152,2945,Castilla La Mancha
41.85230940,1.5745043,152,6439,Cataluña
39.68195910,-0.7654406,152,1442,C. Valenciana
39.17484260,-6.1529891,152,510,Extremadura
42.61946000,-7.8631120,152,616,Galicia
40.41670470,-3.7035825,152,8521,Madrid
37.99237950,-1.1305431,152,146,Murcia
42.61254875,-1.8307877,152,528,Navarra
42.99118160,-2.5543023,152,1522,País Vasco
42.28146420,-2.4828050,152,363,La Rioja
35.89442195,-5.3558174,152,4,Ceuta
35.29291145,-2.9507202,152,2,Melilla
37.33999640,-4.5811614,153,1426,Andalucía
41.37872910,-0.7639373,153,905,Aragón
43.31338680,-5.9419200,153,322,Asturias
39.61343200,2.8829185,153,226,Baleares
28.29357850,-16.6214471,153,165,Canarias
43.15956640,-4.0878382,153,211,Cantabria
41.80371720,-4.7471726,153,2744,Castilla y León
39.41779020,-2.6232332,153,2948,Castilla La Mancha
41.85230940,1.5745043,153,6444,Cataluña
39.68195910,-0.7654406,153,1444,C. Valenciana
39.17484260,-6.1529891,153,511,Extremadura
42.61946000,-7.8631120,153,617,Galicia
40.41670470,-3.7035825,153,8540,Madrid
37.99237950,-1.1305431,153,146,Murcia
42.61254875,-1.8307877,153,528,Navarra
42.99118160,-2.5543023,153,1527,País Vasco
42.28146420,-2.4828050,153,363,La Rioja
35.89442195,-5.3558174,153,5,Ceuta
35.29291145,-2.9507202,153,2,Melilla
37.33999640,-4.5811614,154,1427,Andalucía
41.37872910,-0.7639373,154,905,Aragón
43.31338680,-5.9419200,154,323,Asturias
39.61343200,2.8829185,154,226,Baleares
28.29357850,-16.6214471,154,165,Canarias
43.15956640,-4.0878382,154,211,Cantabria
41.80371720,-4.7471726,154,2748,Castilla y León
39.41779020,-2.6232332,154,2949,Castilla La Mancha
41.85230940,1.5745043,154,6453,Cataluña
39.68195910,-0.7654406,154,1446,C. Valenciana
39.17484260,-6.1529891,154,512,Extremadura
42.61946000,-7.8631120,154,617,Galicia
40.41670470,-3.7035825,154,8557,Madrid
37.99237950,-1.1305431,154,146,Murcia
42.61254875,-1.8307877,154,528,Navarra
42.99118160,-2.5543023,154,1529,País Vasco
42.28146420,-2.4828050,154,364,La Rioja
35.89442195,-5.3558174,154,5,Ceuta
35.29291145,-2.9507202,154,2,Melilla
37.33999640,-4.5811614,155,1428,Andalucía
41.37872910,-0.7639373,155,907,Aragón
43.31338680,-5.9419200,155,325,Asturias
39.61343200,2.8829185,155,226,Baleares
28.29357850,-16.6214471,155,165,Canarias
43.15956640,-4.0878382,155,211,Cantabria
41.80371720,-4.7471726,155,2755,Castilla y León
39.41779020,-2.6232332,155,2955,Castilla La Mancha
41.85230940,1.5745043,155,6460,Cataluña
39.68195910,-0.7654406,155,1447,C. Valenciana
39.17484260,-6.1529891,155,512,Extremadura
42.61946000,-7.8631120,155,617,Galicia
40.41670470,-3.7035825,155,8574,Madrid
37.99237950,-1.1305431,155,146,Murcia
42.61254875,-1.8307877,155,528,Navarra
42.99118160,-2.5543023,155,1534,País Vasco
42.28146420,-2.4828050,155,364,La Rioja
35.89442195,-5.3558174,155,5,Ceuta
35.29291145,-2.9507202,155,2,Melilla
37.33999640,-4.5811614,156,1428,Andalucía
41.37872910,-0.7639373,156,908,Aragón
43.31338680,-5.9419200,156,327,Asturias
39.61343200,2.8829185,156,226,Baleares
28.29357850,-16.6214471,156,165,Canarias
43.15956640,-4.0878382,156,211,Cantabria
41.80371720,-4.7471726,156,2757,Castilla y León
39.41779020,-2.6232332,156,2955,Castilla La Mancha
41.85230940,1.5745043,156,6463,Cataluña
39.68195910,-0.7654406,156,1447,C. Valenciana
39.17484260,-6.1529891,156,512,Extremadura
42.61946000,-7.8631120,156,617,Galicia
40.41670470,-3.7035825,156,8584,Madrid
37.99237950,-1.1305431,156,146,Murcia
42.61254875,-1.8307877,156,528,Navarra
42.99118160,-2.5543023,156,1538,País Vasco
42.28146420,-2.4828050,156,365,La Rioja
35.89442195,-5.3558174,156,5,Ceuta
35.29291145,-2.9507202,156,2,Melilla
37.33999640,-4.5811614,157,1430,Andalucía
41.37872910,-0.7639373,157,908,Aragón
43.31338680,-5.9419200,157,329,Asturias
39.61343200,2.8829185,157,226,Baleares
28.29357850,-16.6214471,157,165,Canarias
43.15956640,-4.0878382,157,211,Cantabria
41.80371720,-4.7471726,157,2761,Castilla y León
39.41779020,-2.6232332,157,2955,Castilla La Mancha
41.85230940,1.5745043,157,6467,Cataluña
39.68195910,-0.7654406,157,1447,C. Valenciana
39.17484260,-6.1529891,157,512,Extremadura
42.61946000,-7.8631120,157,617,Galicia
40.41670470,-3.7035825,157,8597,Madrid
37.99237950,-1.1305431,157,146,Murcia
42.61254875,-1.8307877,157,528,Navarra
42.99118160,-2.5543023,157,1542,País Vasco
42.28146420,-2.4828050,157,365,La Rioja
35.89442195,-5.3558174,157,5,Ceuta
35.29291145,-2.9507202,157,2,Melilla
37.33999640,-4.5811614,158,1430,Andalucía
41.37872910,-0.7639373,158,908,Aragón
43.31338680,-5.9419200,158,330,Asturias
39.61343200,2.8829185,158,226,Baleares
28.29357850,-16.6214471,158,165,Canarias
43.15956640,-4.0878382,158,211,Cantabria
41.80371720,-4.7471726,158,2768,Castilla y León
39.41779020,-2.6232332,158,2956,Castilla La Mancha
41.85230940,1.5745043,158,6469,Cataluña
39.68195910,-0.7654406,158,1447,C. Valenciana
39.17484260,-6.1529891,158,512,Extremadura
42.61946000,-7.8631120,158,617,Galicia
40.41670470,-3.7035825,158,8604,Madrid
37.99237950,-1.1305431,158,146,Murcia
42.61254875,-1.8307877,158,528,Navarra
42.99118160,-2.5543023,158,1544,País Vasco
42.28146420,-2.4828050,158,365,La Rioja
35.89442195,-5.3558174,158,5,Ceuta
35.29291145,-2.9507202,158,2,Melilla
37.33999640,-4.5811614,159,1430,Andalucía
41.37872910,-0.7639373,159,908,Aragón
43.31338680,-5.9419200,159,330,Asturias
39.61343200,2.8829185,159,226,Baleares
28.29357850,-16.6214471,159,165,Canarias
43.15956640,-4.0878382,159,211,Cantabria
41.80371720,-4.7471726,159,2775,Castilla y León
39.41779020,-2.6232332,159,2957,Castilla La Mancha
41.85230940,1.5745043,159,6477,Cataluña
39.68195910,-0.7654406,159,1447,C. Valenciana
39.17484260,-6.1529891,159,512,Extremadura
42.61946000,-7.8631120,159,617,Galicia
40.41670470,-3.7035825,159,8614,Madrid
37.99237950,-1.1305431,159,147,Murcia
42.61254875,-1.8307877,159,528,Navarra
42.99118160,-2.5543023,159,1546,País Vasco
42.28146420,-2.4828050,159,365,La Rioja
35.89442195,-5.3558174,159,5,Ceuta
35.29291145,-2.9507202,159,2,Melilla
37.33999640,-4.5811614,160,1430,Andalucía
41.37872910,-0.7639373,160,908,Aragón
43.31338680,-5.9419200,160,331,Asturias
39.61343200,2.8829185,160,226,Baleares
