Latitude,Longitude,Casos,Fecha,CCAA
42.9911816,-2.5543023,15449,199,País Vasco
42.2814642,-2.482804975,4075,199,La Rioja
35.89442195,-5.355817352,165,199,Ceuta
35.29291145,-2.950720236,130,199,Melilla
37.3399964,-4.5811614,14424,200,Andalucía
41.3787291,-0.7639373,8377,200,Aragón
43.3133868,-5.94192,2445,200,Asturias
39.613432,2.882918453,2395,200,Baleares
28.2935785,-16.62144712,2532,200,Canarias
43.1595664,-4.0878382,2407,200,Cantabria
41.8037172,-4.7471726,21115,200,Castilla y León
39.4177902,-2.6232332,20375,200,Castilla La Mancha
41.8523094,1.5745043,64953,200,Cataluña
39.6819591,-0.7654406,12766,200,C. Valenciana
39.1748426,-6.1529891,3496,200,Extremadura
42.61946,-7.863112,9650,200,Galicia
40.4167047,-3.7035825,75989,200,Madrid
37.9923795,-1.1305431,1979,200,Murcia
42.61254875,-1.830787673,6028,200,Navarra
42.9911816,-2.5543023,15579,200,País Vasco
42.2814642,-2.482804975,4075,200,La Rioja
35.89442195,-5.355817352,165,200,Ceuta
35.29291145,-2.950720236,130,200,Melilla
37.3399964,-4.5811614,14522,201,Andalucía
41.3787291,-0.7639373,8566,201,Aragón
43.3133868,-5.94192,2447,201,Asturias
39.613432,2.882918453,2401,201,Baleares
28.2935785,-16.62144712,2534,201,Canarias
43.1595664,-4.0878382,2409,201,Cantabria
41.8037172,-4.7471726,21147,201,Castilla y León
39.4177902,-2.6232332,20403,201,Castilla La Mancha
41.8523094,1.5745043,65814,201,Cataluña
39.6819591,-0.7654406,12826,201,C. Valenciana
39.1748426,-6.1529891,3506,201,Extremadura
42.61946,-7.863112,9660,201,Galicia
40.4167047,-3.7035825,76105,201,Madrid
37.9923795,-1.1305431,1991,201,Murcia
42.61254875,-1.830787673,6111,201,Navarra
42.9911816,-2.5543023,15686,201,País Vasco
42.2814642,-2.482804975,4081,201,La Rioja
35.89442195,-5.355817352,165,201,Ceuta
35.29291145,-2.950720236,130,201,Melilla
37.3399964,-4.5811614,14578,202,Andalucía
41.3787291,-0.7639373,8864,202,Aragón
43.3133868,-5.94192,2448,202,Asturias
39.613432,2.882918453,2407,202,Baleares
28.2935785,-16.62144712,2545,202,Canarias
43.1595664,-4.0878382,2410,202,Cantabria
41.8037172,-4.7471726,21165,202,Castilla y León
39.4177902,-2.6232332,20439,202,Castilla La Mancha
41.8523094,1.5745043,67071,202,Cataluña
39.6819591,-0.7654406,12934,202,C. Valenciana
39.1748426,-6.1529891,3523,202,Extremadura
42.61946,-7.863112,9679,202,Galicia
40.4167047,-3.7035825,76308,202,Madrid
37.9923795,-1.1305431,2022,202,Murcia
42.61254875,-1.830787673,6237,202,Navarra
42.9911816,-2.5543023,15821,202,País Vasco
42.2814642,-2.482804975,4107,202,La Rioja
35.89442195,-5.355817352,165,202,Ceuta
35.29291145,-2.950720236,130,202,Melilla
37.3399964,-4.5811614,14659,203,Andalucía
41.3787291,-0.7639373,9254,203,Aragón
43.3133868,-5.94192,2452,203,Asturias
39.613432,2.882918453,2411,203,Baleares
28.2935785,-16.62144712,2551,203,Canarias
43.1595664,-4.0878382,2414,203,Cantabria
41.8037172,-4.7471726,21182,203,Castilla y León
39.4177902,-2.6232332,20488,203,Castilla La Mancha
41.8523094,1.5745043,68250,203,Cataluña
39.6819591,-0.7654406,13049,203,C. Valenciana
39.1748426,-6.1529891,3529,203,Extremadura
42.61946,-7.863112,9688,203,Galicia
40.4167047,-3.7035825,76495,203,Madrid
37.9923795,-1.1305431,2094,203,Murcia
42.61254875,-1.830787673,6303,203,Navarra
42.9911816,-2.5543023,15973,203,País Vasco
42.2814642,-2.482804975,4119,203,La Rioja
35.89442195,-5.355817352,165,203,Ceuta
35.29291145,-2.950720236,130,203,Melilla
37.3399964,-4.5811614,14768,204,Andalucía
41.3787291,-0.7639373,9558,204,Aragón
43.3133868,-5.94192,2454,204,Asturias
39.613432,2.882918453,2436,204,Baleares
28.2935785,-16.62144712,2559,204,Canarias
43.1595664,-4.0878382,2423,204,Cantabria
41.8037172,-4.7471726,21226,204,Castilla y León
39.4177902,-2.6232332,20522,204,Castilla La Mancha
41.8523094,1.5745043,69406,204,Cataluña
39.6819591,-0.7654406,13177,204,C. Valenciana
39.1748426,-6.1529891,3534,204,Extremadura
42.61946,-7.863112,9714,204,Galicia
40.4167047,-3.7035825,76716,204,Madrid
37.9923795,-1.1305431,2165,204,Murcia
42.61254875,-1.830787673,6397,204,Navarra
42.9911816,-2.5543023,16110,204,País Vasco
42.2814642,-2.482804975,4121,204,La Rioja
35.89442195,-5.355817352,165,204,Ceuta
35.29291145,-2.950720236,130,204,Melilla
37.3399964,-4.5811614,14901,205,Andalucía
41.3787291,-0.7639373,10015,205,Aragón
43.3133868,-5.94192,2455,205,Asturias
39.613432,2.882918453,2468,205,Baleares
28.2935785,-16.62144712,2569,205,Canarias
43.1595664,-4.0878382,2429,205,Cantabria
41.8037172,-4.7471726,21255,205,Castilla y León
39.4177902,-2.6232332,20564,205,Castilla La Mancha
41.8523094,1.5745043,70595,205,Cataluña
39.6819591,-0.7654406,13337,205,C. Valenciana
39.1748426,-6.1529891,3544,205,Extremadura
42.61946,-7.863112,9743,205,Galicia
40.4167047,-3.7035825,77183,205,Madrid
37.9923795,-1.1305431,2232,205,Murcia
42.61254875,-1.830787673,6460,205,Navarra
42.9911816,-2.5543023,16244,205,País Vasco
42.2814642,-2.482804975,4134,205,La Rioja
35.89442195,-5.355817352,165,205,Ceuta
35.29291145,-2.950720236,130,205,Melilla
37.3399964,-4.5811614,15002,206,Andalucía
41.3787291,-0.7639373,10314,206,Aragón
43.3133868,-5.94192,2461,206,Asturias
39.613432,2.882918453,2491,206,Baleares
28.2935785,-16.62144712,2587,206,Canarias
43.1595664,-4.0878382,2435,206,Cantabria
41.8037172,-4.7471726,21272,206,Castilla y León
39.4177902,-2.6232332,20600,206,Castilla La Mancha
41.8523094,1.5745043,71111,206,Cataluña
39.6819591,-0.7654406,13491,206,C. Valenciana
39.1748426,-6.1529891,3545,206,Extremadura
42.61946,-7.863112,9766,206,Galicia
40.4167047,-3.7035825,77359,206,Madrid
37.9923795,-1.1305431,2306,206,Murcia
42.61254875,-1.830787673,6541,206,Navarra
42.9911816,-2.5543023,16425,206,País Vasco
42.2814642,-2.482804975,4134,206,La Rioja
35.89442195,-5.355817352,165,206,Ceuta
35.29291145,-2.950720236,130,206,Melilla
37.3399964,-4.5811614,15064,207,Andalucía
41.3787291,-0.7639373,10708,207,Aragón
43.3133868,-5.94192,2466,207,Asturias
39.613432,2.882918453,2528,207,Baleares
28.2935785,-16.62144712,2588,207,Canarias
43.1595664,-4.0878382,2440,207,Cantabria
41.8037172,-4.7471726,21277,207,Castilla y León
39.4177902,-2.6232332,20617,207,Castilla La Mancha
41.8523094,1.5745043,71578,207,Cataluña
39.6819591,-0.7654406,13548,207,C. Valenciana
39.1748426,-6.1529891,3548,207,Extremadura
42.61946,-7.863112,9776,207,Galicia
40.4167047,-3.7035825,77438,207,Madrid
37.9923795,-1.1305431,2349,207,Murcia
42.61254875,-1.830787673,6635,207,Navarra
42.9911816,-2.5543023,16517,207,País Vasco
42.2814642,-2.482804975,4134,207,La Rioja
35.89442195,-5.355817352,165,207,Ceuta
35.29291145,-2.950720236,130,207,Melilla
37.3399964,-4.5811614,15152,208,Andalucía
41.3787291,-0.7639373,11089,208,Aragón
43.3133868,-5.94192,2468,208,Asturias
39.613432,2.882918453,2548,208,Baleares
28.2935785,-16.62144712,2593,208,Canarias
43.1595664,-4.0878382,2451,208,Cantabria
41.8037172,-4.7471726,21320,208,Castilla y León
39.4177902,-2.6232332,20635,208,Castilla La Mancha
41.8523094,1.5745043,72442,208,Cataluña
39.6819591,-0.7654406,13665,208,C. Valenciana
39.1748426,-6.1529891,3554,208,Extremadura
42.61946,-7.863112,9785,208,Galicia
40.4167047,-3.7035825,77700,208,Madrid
37.9923795,-1.1305431,2383,208,Murcia
42.61254875,-1.830787673,6676,208,Navarra
42.9911816,-2.5543023,16656,208,País Vasco
42.2814642,-2.482804975,4137,208,La Rioja
35.89442195,-5.355817352,165,208,Ceuta
35.29291145,-2.950720236,130,208,Melilla
37.3399964,-4.5811614,15261,209,Andalucía
41.3787291,-0.7639373,11530,209,Aragón
43.3133868,-5.94192,2481,209,Asturias
39.613432,2.882918453,2579,209,Baleares
28.2935785,-16.62144712,2599,209,Canarias
43.1595664,-4.0878382,2452,209,Cantabria
41.8037172,-4.7471726,21372,209,Castilla y León
39.4177902,-2.6232332,20683,209,Castilla La Mancha
41.8523094,1.5745043,73728,209,Cataluña
39.6819591,-0.7654406,13821,209,C. Valenciana
39.1748426,-6.1529891,3576,209,Extremadura
42.61946,-7.863112,9805,209,Galicia
40.4167047,-3.7035825,78197,209,Madrid
37.9923795,-1.1305431,2436,209,Murcia
42.61254875,-1.830787673,6713,209,Navarra
42.9911816,-2.5543023,16804,209,País Vasco
42.2814642,-2.482804975,4142,209,La Rioja
35.89442195,-5.355817352,166,209,Ceuta
35.29291145,-2.950720236,130,209,Melilla
37.3399964,-4.5811614,15411,210,Andalucía
41.3787291,-0.7639373,11890,210,Aragón
43.3133868,-5.94192,2495,210,Asturias
39.613432,2.882918453,2616,210,Baleares
28.2935785,-16.62144712,2603,210,Canarias
43.1595664,-4.0878382,2459,210,Cantabria
41.8037172,-4.7471726,21430,210,Castilla y León
39.4177902,-2.6232332,20749,210,Castilla La Mancha
41.8523094,1.5745043,75094,210,Cataluña
39.6819591,-0.7654406,14057,210,C. Valenciana
39.1748426,-6.1529891,3584,210,Extremadura
42.61946,-7.863112,9827,210,Galicia
40.4167047,-3.7035825,78703,210,Madrid
37.9923795,-1.1305431,2531,210,Murcia
42.61254875,-1.830787673,6773,210,Navarra
42.9911816,-2.5543023,17011,210,País Vasco
42.2814642,-2.482804975,4145,210,La Rioja
35.89442195,-5.355817352,167,210,Ceuta
35.29291145,-2.950720236,130,210,Melilla
37.3399964,-4.5811614,15613,211,Andalucía
41.3787291,-0.7639373,12410,211,Aragón
43.3133868,-5.94192,2515,211,Asturias
39.613432,2.882918453,2674,211,Baleares
28.2935785,-16.62144712,2609,211,Canarias
43.1595664,-4.0878382,2473,211,Cantabria
41.8037172,-4.7471726,21511,211,Castilla y León
39.4177902,-2.6232332,20792,211,Castilla La Mancha
41.8523094,1.5745043,76263,211,Cataluña
39.6819591,-0.7654406,14315,211,C. Valenciana
39.1748426,-6.1529891,3606,211,Extremadura
42.61946,-7.863112,9857,211,Galicia
40.4167047,-3.7035825,79421,211,Madrid
37.9923795,-1.1305431,2597,211,Murcia
42.61254875,-1.830787673,6822,211,Navarra
42.9911816,-2.5543023,17221,211,País Vasco
42.2814642,-2.482804975,4150,211,La Rioja
35.89442195,-5.355817352,167,211,Ceuta
35.29291145,-2.950720236,133,211,Melilla
37.3399964,-4.5811614,15838,212,Andalucía
41.3787291,-0.7639373,12909,212,Aragón
43.3133868,-5.94192,2530,212,Asturias
39.613432,2.882918453,2757,212,Baleares
28.2935785,-16.62144712,2621,212,Canarias
43.1595664,-4.0878382,2490,212,Cantabria
41.8037172,-4.7471726,21669,212,Castilla y León
39.4177902,-2.6232332,20843,212,Castilla La Mancha
41.8523094,1.5745043,77542,212,Cataluña
39.6819591,-0.7654406,14538,212,C. Valenciana
39.1748426,-6.1529891,3650,212,Extremadura
42.61946,-7.863112,9896,212,Galicia
40.4167047,-3.7035825,80291,212,Madrid
37.9923795,-1.1305431,2650,212,Murcia
42.61254875,-1.830787673,6873,212,Navarra
42.9911816,-2.5543023,17433,212,País Vasco
42.2814642,-2.482804975,4158,212,La Rioja
35.89442195,-5.355817352,167,212,Ceuta
35.29291145,-2.950720236,137,212,Melilla
37.3399964,-4.5811614,16028,213,Andalucía
41.3787291,-0.7639373,14016,213,Aragón
43.3133868,-5.94192,2546,213,Asturias
39.613432,2.882918453,2818,213,Baleares
28.2935785,-16.62144712,2646,213,Canarias
43.1595664,-4.0878382,2514,213,Cantabria
41.8037172,-4.7471726,21725,213,Castilla y León
39.4177902,-2.6232332,20902,213,Castilla La Mancha
41.8523094,1.5745043,78134,213,Cataluña
39.6819591,-0.7654406,14755,213,C. Valenciana
39.1748426,-6.1529891,3666,213,Extremadura
42.61946,-7.863112,9922,213,Galicia
40.4167047,-3.7035825,80573,213,Madrid
37.9923795,-1.1305431,2726,213,Murcia
42.61254875,-1.830787673,6952,213,Navarra
42.9911816,-2.5543023,17645,213,País Vasco
42.2814642,-2.482804975,4158,213,La Rioja
35.89442195,-5.355817352,167,213,Ceuta
35.29291145,-2.950720236,140,213,Melilla
37.3399964,-4.5811614,16189,214,Andalucía
41.3787291,-0.7639373,14539,214,Aragón
43.3133868,-5.94192,2554,214,Asturias
39.613432,2.882918453,2864,214,Baleares
28.2935785,-16.62144712,2670,214,Canarias
43.1595664,-4.0878382,2536,214,Cantabria
41.8037172,-4.7471726,21767,214,Castilla y León
39.4177902,-2.6232332,20945,214,Castilla La Mancha
41.8523094,1.5745043,78479,214,Cataluña
39.6819591,-0.7654406,14870,214,C. Valenciana
39.1748426,-6.1529891,3680,214,Extremadura
42.61946,-7.863112,9953,214,Galicia
40.4167047,-3.7035825,80755,214,Madrid
37.9923795,-1.1305431,2771,214,Murcia
42.61254875,-1.830787673,7028,214,Navarra
42.9911816,-2.5543023,17800,214,País Vasco
42.2814642,-2.482804975,4158,214,La Rioja
35.89442195,-5.355817352,167,214,Ceuta
35.29291145,-2.950720236,140,214,Melilla
37.3399964,-4.5811614,16381,215,Andalucía
41.3787291,-0.7639373,14947,215,Aragón
43.3133868,-5.94192,2560,215,Asturias
39.613432,2.882918453,2958,215,Baleares
28.2935785,-16.62144712,2685,215,Canarias
43.1595664,-4.0878382,2572,215,Cantabria
41.8037172,-4.7471726,21817,215,Castilla y León
39.4177902,-2.6232332,20997,215,Castilla La Mancha
41.8523094,1.5745043,79347,215,Cataluña
39.6819591,-0.7654406,15083,215,C. Valenciana
39.1748426,-6.1529891,3687,215,Extremadura
42.61946,-7.863112,9981,215,Galicia
40.4167047,-3.7035825,81241,215,Madrid
37.9923795,-1.1305431,2811,215,Murcia
42.61254875,-1.830787673,7085,215,Navarra
42.9911816,-2.5543023,18017,215,País Vasco
42.2814642,-2.482804975,4167,215,La Rioja
35.89442195,-5.355817352,167,215,Ceuta
35.29291145,-2.950720236,141,215,Melilla
37.3399964,-4.5811614,16617,216,Andalucía
41.3787291,-0.7639373,15539,216,Aragón
43.3133868,-5.94192,2574,216,Asturias
39.613432,2.882918453,3100,216,Baleares
28.2935785,-16.62144712,2702,216,Canarias
43.1595664,-4.0878382,2609,216,Cantabria
41.8037172,-4.7471726,21997,216,Castilla y León
39.4177902,-2.6232332,21073,216,Castilla La Mancha
41.8523094,1.5745043,80516,216,Cataluña
39.6819591,-0.7654406,15431,216,C. Valenciana
39.1748426,-6.1529891,3707,216,Extremadura
42.61946,-7.863112,10023,216,Galicia
40.4167047,-3.7035825,82370,216,Madrid
37.9923795,-1.1305431,2905,216,Murcia
42.61254875,-1.830787673,7152,216,Navarra
42.9911816,-2.5543023,18267,216,País Vasco
42.2814642,-2.482804975,4170,216,La Rioja
35.89442195,-5.355817352,167,216,Ceuta
35.29291145,-2.950720236,145,216,Melilla
37.3399964,-4.5811614,16942,217,Andalucía
41.3787291,-0.7639373,15908,217,Aragón
43.3133868,-5.94192,2608,217,Asturias
39.613432,2.882918453,3218,217,Baleares
28.2935785,-16.62144712,2732,217,Canarias
43.1595664,-4.0878382,2628,217,Cantabria
41.8037172,-4.7471726,22224,217,Castilla y León
39.4177902,-2.6232332,21159,217,Castilla La Mancha
41.8523094,1.5745043,81600,217,Cataluña
39.6819591,-0.7654406,15786,217,C. Valenciana
39.1748426,-6.1529891,3745,217,Extremadura
42.61946,-7.863112,10070,217,Galicia
40.4167047,-3.7035825,83437,217,Madrid
37.9923795,-1.1305431,2981,217,Murcia
42.61254875,-1.830787673,7232,217,Navarra
42.9911816,-2.5543023,18607,217,País Vasco
42.2814642,-2.482804975,4178,217,La Rioja
35.89442195,-5.355817352,167,217,Ceuta
35.29291145,-2.950720236,149,217,Melilla
37.3399964,-4.5811614,17260,218,Andalucía
41.3787291,-0.7639373,16518,218,Aragón
43.3133868,-5.94192,2636,218,Asturias
39.613432,2.882918453,3390,218,Baleares
28.2935785,-16.62144712,2790,218,Canarias
43.1595664,-4.0878382,2658,218,Cantabria
41.8037172,-4.7471726,22364,218,Castilla y León
39.4177902,-2.6232332,21263,218,Castilla La Mancha
41.8523094,1.5745043,82682,218,Cataluña
39.6819591,-0.7654406,16110,218,C. Valenciana
39.1748426,-6.1529891,3774,218,Extremadura
42.61946,-7.863112,10149,218,Galicia
40.4167047,-3.7035825,84689,218,Madrid
37.9923795,-1.1305431,3065,218,Murcia
42.61254875,-1.830787673,7338,218,Navarra
42.9911816,-2.5543023,19042,218,País Vasco
42.2814642,-2.482804975,4194,218,La Rioja
35.89442195,-5.355817352,167,218,Ceuta
35.29291145,-2.950720236,151,218,Melilla
37.3399964,-4.5811614,17615,219,Andalucía
41.3787291,-0.7639373,17118,219,Aragón
43.3133868,-5.94192,2661,219,Asturias
39.613432,2.882918453,3599,219,Baleares
28.2935785,-16.62144712,2839,219,Canarias
43.1595664,-4.0878382,2692,219,Cantabria
41.8037172,-4.7471726,22631,219,Castilla y León
39.4177902,-2.6232332,21391,219,Castilla La Mancha
41.8523094,1.5745043,83910,219,Cataluña
39.6819591,-0.7654406,16426,219,C. Valenciana
39.1748426,-6.1529891,3821,219,Extremadura
42.61946,-7.863112,10248,219,Galicia
40.4167047,-3.7035825,86390,219,Madrid
37.9923795,-1.1305431,3168,219,Murcia
42.61254875,-1.830787673,7437,219,Navarra
42.9911816,-2.5543023,19451,219,País Vasco
42.2814642,-2.482804975,4209,219,La Rioja
35.89442195,-5.355817352,168,219,Ceuta
35.29291145,-2.950720236,157,219,Melilla
37.3399964,-4.5811614,17954,220,Andalucía
41.3787291,-0.7639373,17726,220,Aragón
43.3133868,-5.94192,2686,220,Asturias
39.613432,2.882918453,3767,220,Baleares
28.2935785,-16.62144712,2891,220,Canarias
43.1595664,-4.0878382,2724,220,Cantabria
41.8037172,-4.7471726,22775,220,Castilla y León
39.4177902,-2.6232332,21510,220,Castilla La Mancha
41.8523094,1.5745043,84463,220,Cataluña
39.6819591,-0.7654406,16708,220,C. Valenciana
39.1748426,-6.1529891,3835,220,Extremadura
42.61946,-7.863112,10329,220,Galicia
40.4167047,-3.7035825,86935,220,Madrid
37.9923795,-1.1305431,3247,220,Murcia
42.61254875,-1.830787673,7524,220,Navarra
42.9911816,-2.5543023,19794,220,País Vasco
42.2814642,-2.482804975,4219,220,La Rioja
35.89442195,-5.355817352,169,220,Ceuta
35.29291145,-2.950720236,157,220,Melilla
37.3399964,-4.5811614,18208,221,Andalucía
41.3787291,-0.7639373,18046,221,Aragón
43.3133868,-5.94192,2702,221,Asturias
39.613432,2.882918453,3864,221,Baleares
28.2935785,-16.62144712,2938,221,Canarias
43.1595664,-4.0878382,2753,221,Cantabria
41.8037172,-4.7471726,22998,221,Castilla y León
39.4177902,-2.6232332,21585,221,Castilla La Mancha
41.8523094,1.5745043,84842,221,Cataluña
39.6819591,-0.7654406,16882,221,C. Valenciana
39.1748426,-6.1529891,3843,221,Extremadura
42.61946,-7.863112,10404,221,Galicia
40.4167047,-3.7035825,87288,221,Madrid
37.9923795,-1.1305431,3288,221,Murcia
42.61254875,-1.830787673,7659,221,Navarra
42.9911816,-2.5543023,20159,221,País Vasco
42.2814642,-2.482804975,4232,221,La Rioja
35.89442195,-5.355817352,169,221,Ceuta
35.29291145,-2.950720236,162,221,Melilla
37.3399964,-4.5811614,18463,222,Andalucía
41.3787291,-0.7639373,18501,222,Aragón
43.3133868,-5.94192,2716,222,Asturias
39.613432,2.882918453,4105,222,Baleares
28.2935785,-16.62144712,3026,222,Canarias
43.1595664,-4.0878382,2766,222,Cantabria
41.8037172,-4.7471726,23139,222,Castilla y León
39.4177902,-2.6232332,21698,222,Castilla La Mancha
41.8523094,1.5745043,85848,222,Cataluña
39.6819591,-0.7654406,17176,222,C. Valenciana
39.1748426,-6.1529891,3855,222,Extremadura
42.61946,-7.863112,10489,222,Galicia
40.4167047,-3.7035825,88052,222,Madrid
37.9923795,-1.1305431,3330,222,Murcia
42.61254875,-1.830787673,7699,222,Navarra
42.9911816,-2.5543023,20452,222,País Vasco
42.2814642,-2.482804975,4263,222,La Rioja
35.89442195,-5.355817352,170,222,Ceuta
35.29291145,-2.950720236,174,222,Melilla
37.3399964,-4.5811614,18919,223,Andalucía
41.3787291,-0.7639373,18809,223,Aragón
43.3133868,-5.94192,2737,223,Asturias
39.613432,2.882918453,4314,223,Baleares
28.2935785,-16.62144712,3091,223,Canarias
43.1595664,-4.0878382,2831,223,Cantabria
41.8037172,-4.7471726,23311,223,Castilla y León
39.4177902,-2.6232332,21859,223,Castilla La Mancha
41.8523094,1.5745043,86995,223,Cataluña
39.6819591,-0.7654406,17524,223,C. Valenciana
39.1748426,-6.1529891,3894,223,Extremadura
42.61946,-7.863112,10609,223,Galicia
40.4167047,-3.7035825,90351,223,Madrid
37.9923795,-1.1305431,3455,223,Murcia
42.61254875,-1.830787673,7856,223,Navarra
42.9911816,-2.5543023,20855,223,País Vasco
42.2814642,-2.482804975,4297,223,La Rioja
35.89442195,-5.355817352,170,223,Ceuta
35.29291145,-2.950720236,180,223,Melilla
37.3399964,-4.5811614,19470,224,Andalucía
41.3787291,-0.7639373,19229,224,Aragón
43.3133868,-5.94192,2764,224,Asturias
39.613432,2.882918453,4553,224,Baleares
28.2935785,-16.62144712,3193,224,Canarias
43.1595664,-4.0878382,2876,224,Cantabria
41.8037172,-4.7471726,23544,224,Castilla y León
39.4177902,-2.6232332,22030,224,Castilla La Mancha
41.8523094,1.5745043,88128,224,Cataluña
39.6819591,-0.7654406,17964,224,C. Valenciana
39.1748426,-6.1529891,3953,224,Extremadura
42.61946,-7.863112,10731,224,Galicia
40.4167047,-3.7035825,92375,224,Madrid
37.9923795,-1.1305431,3578,224,Murcia
42.61254875,-1.830787673,7937,224,Navarra
42.9911816,-2.5543023,21425,224,País Vasco
42.2814642,-2.482804975,4338,224,La Rioja
35.89442195,-5.355817352,171,224,Ceuta
35.29291145,-2.950720236,182,224,Melilla
37.3399964,-4.5811614,20056,225,Andalucía
41.3787291,-0.7639373,19710,225,Aragón
43.3133868,-5.94192,2786,225,Asturias
39.613432,2.882918453,4898,225,Baleares
28.2935785,-16.62144712,3301,225,Canarias
43.1595664,-4.0878382,2937,225,Cantabria
41.8037172,-4.7471726,23795,225,Castilla y León
39.4177902,-2.6232332,22269,225,Castilla La Mancha
41.8523094,1.5745043,89266,225,Cataluña
39.6819591,-0.7654406,18431,225,C. Valenciana
39.1748426,-6.1529891,4023,225,Extremadura
42.61946,-7.863112,10875,225,Galicia
40.4167047,-3.7035825,94636,225,Madrid
37.9923795,-1.1305431,3732,225,Murcia
42.61254875,-1.830787673,8046,225,Navarra
42.9911816,-2.5543023,21933,225,País Vasco
42.2814642,-2.482804975,4391,225,La Rioja
35.89442195,-5.355817352,173,225,Ceuta
35.29291145,-2.950720236,188,225,Melilla
37.3399964,-4.5811614,20735,226,Andalucía
41.3787291,-0.7639373,20273,226,Aragón
43.3133868,-5.94192,2819,226,Asturias
39.613432,2.882918453,5220,226,Baleares
28.2935785,-16.62144712,3443,226,Canarias
43.1595664,-4.0878382,3011,226,Cantabria
41.8037172,-4.7471726,24103,226,Castilla y León
39.4177902,-2.6232332,22514,226,Castilla La Mancha
41.8523094,1.5745043,90562,226,Cataluña
39.6819591,-0.7654406,18951,226,C. Valenciana
39.1748426,-6.1529891,4072,226,Extremadura
42.61946,-7.863112,11020,226,Galicia
40.4167047,-3.7035825,97716,226,Madrid
37.9923795,-1.1305431,3880,226,Murcia
42.61254875,-1.830787673,8139,226,Navarra
42.9911816,-2.5543023,22475,226,País Vasco
42.2814642,-2.482804975,4471,226,La Rioja
35.89442195,-5.355817352,177,226,Ceuta
35.29291145,-2.950720236,192,226,Melilla
37.3399964,-4.5811614,21315,227,Andalucía
41.3787291,-0.7639373,20728,227,Aragón
43.3133868,-5.94192,2842,227,Asturias
39.613432,2.882918453,5398,227,Baleares
28.2935785,-16.62144712,3605,227,Canarias
43.1595664,-4.0878382,3071,227,Cantabria
41.8037172,-4.7471726,24326,227,Castilla y León
39.4177902,-2.6232332,22712,227,Castilla La Mancha
41.8523094,1.5745043,91149,227,Cataluña
39.6819591,-0.7654406,19318,227,C. Valenciana
39.1748426,-6.1529891,4088,227,Extremadura
42.61946,-7.863112,11170,227,Galicia
40.4167047,-3.7035825,98523,227,Madrid
37.9923795,-1.1305431,4020,227,Murcia
42.61254875,-1.830787673,8297,227,Navarra
42.9911816,-2.5543023,23096,227,País Vasco
42.2814642,-2.482804975,4529,227,La Rioja
35.89442195,-5.355817352,180,227,Ceuta
35.29291145,-2.950720236,200,227,Melilla
37.3399964,-4.5811614,21700,228,Andalucía
41.3787291,-0.7639373,21072,228,Aragón
43.3133868,-5.94192,2860,228,Asturias
39.613432,2.882918453,5575,228,Baleares
28.2935785,-16.62144712,3682,228,Canarias
43.1595664,-4.0878382,3119,228,Cantabria
41.8037172,-4.7471726,24505,228,Castilla y León
39.4177902,-2.6232332,22825,228,Castilla La Mancha
41.8523094,1.5745043,91590,228,Cataluña
39.6819591,-0.7654406,19511,228,C. Valenciana
39.1748426,-6.1529891,4121,228,Extremadura
42.61946,-7.863112,11296,228,Galicia
40.4167047,-3.7035825,99029,228,Madrid
37.9923795,-1.1305431,4100,228,Murcia
42.61254875,-1.830787673,8357,228,Navarra
42.9911816,-2.5543023,23511,228,País Vasco
42.2814642,-2.482804975,4567,228,La Rioja
35.89442195,-5.355817352,185,228,Ceuta
35.29291145,-2.950720236,205,228,Melilla
37.3399964,-4.5811614,22234,229,Andalucía
41.3787291,-0.7639373,21431,229,Aragón
43.3133868,-5.94192,2879,229,Asturias
39.613432,2.882918453,5920,229,Baleares
28.2935785,-16.62144712,3784,229,Canarias
43.1595664,-4.0878382,3138,229,Cantabria
41.8037172,-4.7471726,24734,229,Castilla y León
39.4177902,-2.6232332,23003,229,Castilla La Mancha
41.8523094,1.5745043,92616,229,Cataluña
39.6819591,-0.7654406,19826,229,C. Valenciana
39.1748426,-6.1529891,4168,229,Extremadura
42.61946,-7.863112,11409,229,Galicia
40.4167047,-3.7035825,100205,229,Madrid
37.9923795,-1.1305431,4198,229,Murcia
42.61254875,-1.830787673,8405,229,Navarra
42.9911816,-2.5543023,23814,229,País Vasco
42.2814642,-2.482804975,4625,229,La Rioja
35.89442195,-5.355817352,194,229,Ceuta
35.29291145,-2.950720236,205,229,Melilla
37.3399964,-4.5811614,22879,230,Andalucía
41.3787291,-0.7639373,21874,230,Aragón
43.3133868,-5.94192,2909,230,Asturias
39.613432,2.882918453,6283,230,Baleares
28.2935785,-16.62144712,3933,230,Canarias
43.1595664,-4.0878382,3191,230,Cantabria
41.8037172,-4.7471726,25036,230,Castilla y León
39.4177902,-2.6232332,23232,230,Castilla La Mancha
41.8523094,1.5745043,93973,230,Cataluña
39.6819591,-0.7654406,20328,230,C. Valenciana
39.1748426,-6.1529891,4239,230,Extremadura
42.61946,-7.863112,11578,230,Galicia
40.4167047,-3.7035825,103575,230,Madrid
37.9923795,-1.1305431,4304,230,Murcia
42.61254875,-1.830787673,8486,230,Navarra
42.9911816,-2.5543023,24346,230,País Vasco
42.2814642,-2.482804975,4689,230,La Rioja
35.89442195,-5.355817352,197,230,Ceuta
35.29291145,-2.950720236,205,230,Melilla
37.3399964,-4.5811614,23616,231,Andalucía
41.3787291,-0.7639373,22206,231,Aragón
